Zeit [abs];T_AUL [°C];T_ABL [°C];T_ZUL_Mitte [°C];T_ZUL_L [°C];T_ZUL_O [°C];T_ZUL_U [°C];T_ZUL_R [°C];T_FOL_Mitte [°C];T_FOL_OL [°C];T_FOL_OR [°C];T_FOL_UL [°C];T_FOL_R [°C];T_ZUL_PHI [°C];T_FOL_PHI [°C];5V [V];PHI_AUL [V];PHI_ZUL [V];PHI_FOL [V];PHI_ABL [V];
01.07.2016, 17:14:15,243;+16.330;+20.800;+20.020;+20.110;+19.830;+19.900;+19.070;+17.240;+17.830;+17.390;+17.340;+16.750;+20.000;+17.650;+04.965;+01.835;+02.236;+02.299;+02.563
01.07.2016, 17:14:20,243;+16.340;+20.800;+20.000;+20.120;+19.810;+19.900;+19.050;+17.240;+17.820;+17.380;+17.340;+16.730;+19.990;+17.640;+04.965;+01.834;+02.228;+02.296;+02.573
01.07.2016, 17:14:25,243;+16.330;+20.800;+20.020;+20.110;+19.820;+19.910;+19.060;+17.240;+17.810;+17.380;+17.350;+16.750;+19.990;+17.630;+04.965;+01.837;+02.226;+02.293;+02.562
01.07.2016, 17:14:30,242;+16.330;+20.800;+20.020;+20.110;+19.820;+19.890;+19.040;+17.240;+17.810;+17.390;+17.340;+16.740;+19.980;+17.630;+04.965;+01.845;+02.225;+02.291;+02.561
01.07.2016, 17:14:35,243;+16.320;+20.800;+20.030;+20.130;+19.810;+19.920;+19.070;+17.240;+17.820;+17.390;+17.350;+16.730;+19.990;+17.630;+04.965;+01.843;+02.223;+02.292;+02.572
01.07.2016, 17:14:40,243;+16.320;+20.800;+20.050;+20.150;+19.820;+19.940;+19.070;+17.240;+17.830;+17.400;+17.340;+16.730;+20.000;+17.640;+04.965;+01.838;+02.224;+02.295;+02.599
01.07.2016, 17:14:45,243;+16.330;+20.810;+20.050;+20.130;+19.830;+19.920;+19.080;+17.250;+17.840;+17.380;+17.350;+16.730;+20.000;+17.640;+04.965;+01.835;+02.232;+02.298;+02.589
01.07.2016, 17:14:50,243;+16.330;+20.800;+20.050;+20.150;+19.810;+19.930;+19.080;+17.240;+17.830;+17.390;+17.340;+16.720;+20.000;+17.630;+04.965;+01.829;+02.228;+02.294;+02.594
01.07.2016, 17:14:55,243;+16.310;+20.810;+20.050;+20.140;+19.820;+19.930;+19.070;+17.230;+17.830;+17.390;+17.330;+16.730;+20.000;+17.630;+04.965;+01.822;+02.223;+02.294;+02.594
01.07.2016, 17:15:00,243;+16.320;+20.790;+20.040;+20.130;+19.820;+19.920;+19.080;+17.230;+17.820;+17.390;+17.330;+16.730;+19.990;+17.630;+04.965;+01.818;+02.234;+02.292;+02.573
01.07.2016, 17:15:05,242;+16.330;+20.810;+20.030;+20.130;+19.810;+19.900;+19.060;+17.220;+17.830;+17.380;+17.330;+16.710;+19.990;+17.630;+04.965;+01.819;+02.226;+02.286;+02.575
01.07.2016, 17:15:10,243;+16.320;+20.790;+20.050;+20.150;+19.830;+19.930;+19.070;+17.230;+17.810;+17.380;+17.340;+16.730;+20.000;+17.630;+04.965;+01.824;+02.228;+02.289;+02.609
01.07.2016, 17:15:15,243;+16.320;+20.810;+20.060;+20.150;+19.830;+19.930;+19.080;+17.240;+17.820;+17.380;+17.320;+16.730;+20.000;+17.620;+04.965;+01.809;+02.225;+02.289;+02.613
01.07.2016, 17:15:20,243;+16.320;+20.810;+20.070;+20.150;+19.830;+19.940;+19.090;+17.240;+17.830;+17.380;+17.330;+16.730;+20.010;+17.630;+04.965;+01.817;+02.233;+02.293;+02.592
01.07.2016, 17:15:25,243;+16.300;+20.800;+20.060;+20.160;+19.820;+19.940;+19.090;+17.230;+17.840;+17.380;+17.330;+16.730;+20.000;+17.640;+04.965;+01.805;+02.234;+02.292;+02.613
01.07.2016, 17:15:30,243;+16.310;+20.800;+20.050;+20.140;+19.830;+19.910;+19.080;+17.230;+17.840;+17.380;+17.330;+16.720;+20.000;+17.630;+04.965;+01.811;+02.230;+02.293;+02.594
01.07.2016, 17:15:35,243;+16.320;+20.800;+20.040;+20.140;+19.820;+19.910;+19.080;+17.230;+17.830;+17.380;+17.340;+16.730;+19.990;+17.630;+04.965;+01.809;+02.227;+02.293;+02.590
01.07.2016, 17:15:40,242;+16.320;+20.810;+20.050;+20.140;+19.820;+19.910;+19.060;+17.220;+17.810;+17.380;+17.340;+16.710;+19.990;+17.620;+04.965;+01.809;+02.231;+02.291;+02.605
01.07.2016, 17:15:45,243;+16.320;+20.810;+20.030;+20.140;+19.810;+19.910;+19.070;+17.220;+17.820;+17.380;+17.330;+16.720;+19.980;+17.630;+04.965;+01.796;+02.225;+02.287;+02.586
01.07.2016, 17:15:50,243;+16.330;+20.800;+20.040;+20.140;+19.820;+19.920;+19.060;+17.220;+17.810;+17.380;+17.320;+16.700;+19.990;+17.620;+04.965;+01.796;+02.230;+02.286;+02.596
01.07.2016, 17:15:55,243;+16.330;+20.810;+20.030;+20.130;+19.820;+19.920;+19.070;+17.220;+17.820;+17.350;+17.320;+16.730;+19.980;+17.620;+04.965;+01.792;+02.220;+02.282;+02.595
01.07.2016, 17:16:00,243;+16.320;+20.800;+20.020;+20.130;+19.820;+19.920;+19.060;+17.220;+17.820;+17.390;+17.340;+16.730;+20.000;+17.610;+04.965;+01.796;+02.224;+02.282;+02.581
01.07.2016, 17:16:05,243;+16.330;+20.810;+20.040;+20.140;+19.830;+19.930;+19.070;+17.220;+17.810;+17.380;+17.330;+16.730;+19.990;+17.630;+04.965;+01.806;+02.225;+02.279;+02.596
